"id","account","text","text2"
"4967","@baskebabiko","Daha vahimi ise artık doktorlarında virüse maruz kaldığını gösteren görüntüler. Yani virüs kontrol dışı. Bunun sebebi ise virüs hızlı bir şekilde mutasyona uğruyor. Yani tedavisi bulunmak isterken başkalaşıyor. Olayın ne denli büyüyeceğini bundan anlayabilirsiniz","Daha vahimi ise artı"
"954","@AyseKan20","Hastalarını kurtarmaya çalışırken corono dan ölen doktorlarımız Mekanları cennet olsun Minnettarız tüm sağlık çalışanlarına","Hastalarını kurtarma"
"954","@mywayTurkey","Bakın bunlar #İtalya’da #Covid19’den ölen doktorlar. Bu doktorların bir tanesini yetiştirmek 4 sene üniversite, 6 sene tıp fakültesi, sonra bazıları için 4-6 sene arası uzmanlık. Hele bir de PhD yapıyorlarsa bir 4 sene de PhD için. Yani okumaya öğrenmeye adanmış bir hayat. +","Bakın bunlar #İtalya"
"954","@DeryaTR_","Italya'da #koronavirus savaşında #COVID19 dan şu ana kadar hayatlarını kaybeden 51 kahraman hekimi, başımız öne eğik olarak, saygı ve minnetle anıyoruz 😰🙏","Italya'da #koronavir"
"630","@ahmetyakut41","İspanyol karikatüristin gözünden #Türkiye.. Bu gurur, bu vicdan ve bu insanlık hepimize yeter... #NEMUTLUTÜRKÜMDİYENE","İspanyol karikatüris"
"630","@VeyselEroglu","İspanyol karikatürist ne güzel ifade etmiş. Devletimiz ve milletimizle gurur duyuyoruz. 🇹🇷🇹🇷🇹🇷","İspanyol karikatüris"
"2118","@onderseren","Sırbistan'da sokağa çıkma yasağına rağmen kendisine ağaç süsü vererek dolaşan bir kişi polis tarafından yakalanmış. Dünya ilginç bi yere doğru gidiyor","Sırbistan'da sokağa "
"2118","@pusholder","Sırbistan'da sokağa çıkma yasağına rağmen, kendisine ağaç süsü vererek dolaşan bir kişi polis tarafından yakalandı.","Sırbistan'da sokağa "
"2118","@izzetcapa","Sırbistan'da sokağa çıkma yasağına rağmen, kendisine ağaç süsü vererek dolaşan bir kişi polis tarafından yakalandı.😂😳","Sırbistan'da sokağa "
"2235","@esrefbey34","AB'de parçalanma süreci devam ediyor. Önce İtalya şimdi de Fransa. Fransa'da Kamu Finans merkezinde Avrupa Birliği bayrağı indirilerek yerine Fransa bayağı asıldı.","AB'de parçalanma sür"
"2235","@NaimBaburoglu","İtalya’dan sonra Fransa’da da AB bayrağı indiriliyor. COVID19 sonrası hesaplaşma genişliyor...","İtalya’dan sonra Fra"
"2235","@cengizozakinci","Fransa'da Avrupa Birliği bayrağı indirilip atılarak yerine Fransa bayrağı dikiliyor. Ulus Devlet düşmanı Küreselci İdeolojinin örgütlediği yapay birlikler dağılmanın eşiğinde.","Fransa'da Avrupa Bir"
"2235","@meralsavas_","Koronavirüs salgını AB'yi vurdu!.. #Fransa'da kamu finans merkezinde Avrupa Birliği bayrağı indirildi. Daha önce de bayrakların yakıldığını görmüştük. #bizbizeyeteriztuerkiyem","Koronavirüs salgını "
"2235","@politicturk","Fransa'da Kamu Finans merkezinde Avrupa Birliği bayrağı indiriliyor","Fransa'da Kamu Finan"
"2780","@SevvalElube","Corona'nın geri zekalı dindar kesimi kasıtlı hedef aldığını düşünmeye başladım. İtalya'da coronadan korusun diye herkese aynı kaşıkla kutsal su içiriyorlar. Sonra ne oldu da ölü sayısı çok böyle çok oldu diye sorarlar.","Corona'nın geri zeka"
"2780","@malatyagercek","İtalya’da koronavirüsünden korusun diye herkese aynı kaşıkla kutsal su içiriyor. Öve öve bitiremedikleri batının şu cehaletine bak 🤮 Allah belanızı vermeyi murad etmiş, biz ne yapsak ne söylesek boş... #diyanetkapatılsın","İtalya’da koronavirü"
"2780","@bilio_muydunuz","Cehalet her yerde aynı, İtalya'da, coronavirüs’ten korusun diye herkese aynı kaşıkla kutsal su içiriyorlar...","Cehalet her yerde ay"
"3643","@HuseyinAygun62","Küba, İtalya'nın Lombardiya bölgesine, 25 hekim ve 10 ton ilaç ve tıbbi malzeme göndermiş. Türkiye'de Ankara'nın Yenimahalle ilçesinde 'korona karşıtı sahte dezenfektan üreten çete' yakalanmış. İki ülke, iki olay..","Küba, İtalya'nın Lom"
"3643","@taylieli","Küba, İtalya'nın Lombardiya bölgesine, 25 hekim ve 10 ton ilaç ve tıbbi malzeme gönderdi.","Küba, İtalya'nın Lom"
"3891","@SavashPorgham","İtalya Hava Kuvvetleri, Corona sebebiyle zor günler geçiren halka moral için Luciano Pavarotti’nin sesi eşliğinde gösteri yaptı.","İtalya Hava Kuvvetle"
"3891","@AylinAsLIM","Çünkü müzik kadimdir, şifadır, umuttur 💙","Çünkü müzik kadimdir"
"2880","@haberetaraf","İran asıllı Hollywood oyuncusu Golshifteh Farahani Koronavirüse yakalanıyor ne nasıl kurtulduğunu kardeşine anlatıyor Kim ne derse desin denemeye değer... Oldukça basit bir yöntem","İran asıllı Hollywoo"
"2880","@BiGlsmaacik","İranlı Golshifteh FARAHANİ kardeşine Corona virüsle ilgili bilgi veriyor. Kısa öksürükler başlayınca doktor arkadaşından bilgi alıp sinüslerini ısıtma yoluyla rahatladığını hastalığı atlattığını anlatıyor. Hayat kurtarabilir bir bilgi olabilir. Paylaşmakta, denemekte fayda var.","İranlı Golshifteh FA"
"2880","@06melihgokcek","İRAN ASILLI HOLLYWOOD OYUNCUSU “GOLSHİFTEH FARAHANİ” CORONAVİRÜS’E YAKALANIYOR. CORONAVİRÜSDEN NASIL KURTULDUĞUNU KARDEŞİNE ANLATIYOR. İNANIRSINIZ İNANMAZSINIZ, DOKTORLAR NE DER NE DEMEZ BİLMEM. AMA İLGİNİZİ ÇEKECEĞİNE EMİNİM...","İRAN ASILLI HOLLYWOO"
"4862","@yerleretukurme","çinliler virüs yaymasından korktuğu için evcil hayvanlarını pencereden aşağı atarak öldürüyor. siz bütün pislikleri hakeden bir toplumsunuz.","çinliler virüs yayma"
"4862","@1984to1776","So Chinese pet owners are killing their cats and dogs by throwing them out of the window, in fear of their pets spreading the coronavirus.","So Chinese pet owner"
"3406","@kaacyiloldu","Güney Kore'de yayınlanan My Secret Terrius adlı dizide Corona virüsü ile ilgili ilginç bir sahne gösterileli 2 yıl oldu.","Güney Kore'de yayınl"
"3406","@kazakerkegi","sene 2018 my sevret terrius dizisi 10.Bölüm'den bir kesit yorum yapamıyorum buyrun siz yapın","sene 2018 my sevret "
"3406","@arsivdensahne","“İnsan yapımı virüs mü?” (Secret Terrius, 2018)","“İnsan yapımı virüs "
"3406","@abdibaktur","Yıl: 2018 My Secret Terrius Dizisi 10. Bölüm #koronaturkiye","Yıl: 2018 My Secret "
"3406","@sebnemziyagil","2018 de yayınlanmış diziye bak aklımı kaçırıcam artık","2018 de yayınlanmış "
"3406","@rehasen","2018 Filminde Göstere göstere virüsü üretmişler..2020 ve sonrası dünya biyolojik savaşlarının etkisinde kalacağı ortada.. #corona #COVID19","2018 Filminde Göster"
"3406","@TansuYegen","2018’de yayınlanan G.Kore dizisi ‘My Secret Terrius’'in 10. bölümünde ifade edilen virüsün 5 dak içinde akciğere saldırdığı ve 2 /14 gün kuluçka süresinin olduğu; ölüm oranını %90'a çıkarmak için, üzerinde oynandığı ve şu anda tedavi veya aşısı olmadığı belirtiliyor...","2018’de yayınlanan G"
"3946","@alphanmanas","Hadi bir komplo teorisi de benden: Romalıların Asterix’e karşı at yarışında arabayı yönlendiren kişinin adını biliyor musunuz? Adı CORONAVIRUS ve maske de takıyordu. Kitap 1981 yılında piyasaya çıkartıldı. Yani bu işin arkasında Fransızlar var. Taa o yıllarda planlamışlar :)))","Hadi bir komplo teor"
"393","@traderAT12","#coronavirus #corona #koronavirus #korona ♀️GENLER ve IRK/VİRÜS♂️ 👤VIRUS ve ÇALANLAR👤 👼 HIV/CCR5 'suz bebek👼 Daha önce yazdım fakat silindi. Bu sebeple hem nCoV2019 un irklara göre bulasma orani,hemde bu virüsün çıkış yeri ve amacını,biyolojik silah haline kimin getirip+","#coronavirus #corona"
"2121","@gsaray2019","Hong kong ta bir grup 5G direklerini indiriyor.Corona virüsünü 5G ‘nin yaydığını düşünülüyor. #Corona5G #Corona #5G #COVIDー19","Hong kong ta bir gru"
"2121","@monserr066","HongKong'da göstericiler 5G direğini yerinden söktü. 5G insanları öldürüyor. #5Gyehayır","HongKong'da gösteric"
"2121","@kwak_zino","Protestors in Hong Kong tearing down 5G operated facial recognition transmitters. Brave ppl fighting for their health and loved ones #Sho 💯","Protestors in Hong K"
"2121","@Cryosphear","Citizens in Hong Kong taking down a 5G tower........ 🤔","Citizens in Hong Kon"
"2710","@handefrt","Nasıl oluyor da bu kadar biliyorlar ???? ——Almanların 8 yıllık corona virüsü raporu ortaya çıktı! https://www.sozcu.com.tr/2020/dunya/almanlarin-8-yillik-corona-virusu-raporu-ortaya-cikti-5700592/ … #gazetesozcu @gazetesozcu aracılığıyla","Nasıl oluyor da bu k"
"2710","@atmaozhirlioku","Az önce okuduğum bir yazıda, 2012 yılında Almanya'nın virüs araştırma enstitüsü yaptığı bir raporda virüsün çıkacağı yeri, bulaşma şekillerini, kimleri öldüreceğini nokta atışı şekilde tahmin etmiş ve 3 sene süreceğini belirtmişler.Ben yavaştan kefen paramı biriktiriyorum...","Az önce okuduğum bir"
"442","@bilio_muydunuz","İran protokolü, corona virüsü sonrası...","İran protokolü, coro"
"442","@RosaLMx41","İran protokolü. Fotoğraftan çıkamıyorum.","İran protokolü. Foto"
"442","@traderAT12","#koronavirus #corona #koronavirus #iran Çoook yorgunummm amel defteriniiii başkası yazsın... (Sıfır şaka iran protokolü)","#koronavirus #corona"
"2995","@ChinaEmbTurkey","“#Favipiravir” isimli ilacın #COVID19’un iyileşme sürecini 11 günden 4 güne indirdiği kanıtlandı! 2014’ten beri Japon eczanelerinde bulunan ilacın etkinliğini Çin Ulusal Biyoteknoloji Merkezi başkanı Zhang Xinmin Salı günü yaptığı toplantıda anlattı.","“#Favipiravir” isiml"
"2995","@lordsinov","#sondakika Çin, #Favipiravir isimli ilacın koronavirüsün iyileşme sürecini 11 günden 4 güne indirdiği açıkladı.","#sondakika Çin, #Fav"
"2995","@olidesidero","#Favipiravir ve #Remdesivir #Favipiravir ilacı şu an aktif olarak Japonya’da kullanılan bir ilaçmış ve COVid-19 tedavisinde iyileşme süresini 11 günden 4 güne indirmiş. Yan etkileri bilinen bir ilaç olduğu için yeni koronaya karşı 10-15 gün içinde geliştirlebilirmiş..","#Favipiravir ve #Rem"
"2995","@ridvankan1","Aşı üretmeye çalışanlar bu işten kazanç sağlamaz, kazanç sağlayacak olanlar ilacı bulanlar olacak. #Favipiravir adlı ilaç tedavide etkiliymiş.İlacın üzerinde değişiklik yapılarak etkinliği arttırılabilir ve bu süre sıfırdan ilaç geliştirmeye göre çok daha az süre alır.","Aşı üretmeye çalışan"
"2995","@BarbarosaH","Çin'de, antiviral bir ilaç etken maddesi olan #Favipiravir'in klinik deneyleri tamamlanmış. 80 kişiyle yapılan klinik deneylerde; iyileşme süresi 11 günden 4 güne, ateş süresi 4.2 günden 2.5 güne düşmüş. Kayda değer bir yan etki gözlenmemiş.","Çin'de, antiviral bi"
"2995","@drsinanerdil","😷Çin, #Favipiravir isimli ilacın Koronavirüs'ün iyileşme süresini 11 günden 4 güne indirdiğini açıkladı. 😷Umalım ki bu bilgi teyit edilsin. Bütün dünyanın gözü aşıya ve ilaca dair müjdeli haberlerde. 😷Herkes canı burnunda. Teyit için söz sırası hekimlerde.","😷Çin, #Favipiravir i"
"2995","@NejatOzonay","#Favipiravir adlı ilaç 11 günlük Corona virüs tedavi sürecini 4 güne düşürmüş.. Klinik olarak da ispatlanmış... Bu tarz bir ilacın yaygın kullanılabilirliği sağlanır, üstüne yakalanmayı önleyen bir sistem çıkarsa piyasalar nasıl hareket eder? #vaka49 #Dokunma #ciddiyealın","#Favipiravir adlı il"
"4320","@ProfDemirtas","Bu olayı ciddiye alın ! Corona Virüsü’nün diğer virüsler ile kıyaslaması...","Bu olayı ciddiye alı"
"4320","@FarhangNamdar","Graph shows the exponential and dangerous growth of corona virus compared to other major viruses such as Ebola and SARS. #Corona #CoronaVirus #CoronaOutbreak #ChinaVirus","Graph shows the expo"
"3754","@AtaYolu1","Önemlidir! Lütfen dikkate alınız. #CoronaVirusUpdates","Önemlidir! Lütfen di"
"3754","@BesteUyanik","Korona, akciğere inmeden önce, 4 GÜN boğazda takılıyor.
Hasta kuru öksürmeye başlıyor, boğazı ağrıyor..

Eğer, kritik eşikte bol su içer, #tuz, sıcak su ve #sirke gargara yaparsanız vücut ciğerlere inmeden virüs atılabilir

Ricam bunu yayalım, hayat kurtaralım 

#vaka6 artmasın","Korona, akciğere inm"
"4258","@srdrym","#coronavirus hakkında bana gelen bir mesaj.... Alman fizik antropoloğu “Egon Freiherr” yıllar önce ırkları kabaca 16 türde incelemiş. Biz Türklere bu Alman amcamız ""Homo sapiens eurasicus Turanid"" adını koymuş. (Turancılıktan akılda kalır)","#coronavirus hakkınd"
"5051","@emrkongar","Kendisi de doktor olan Fransız Bakan ibuprofen, kortisone gibi ilaçların virüsü azdırdığını, ateş ve ağrı durumlarında paracetamol (acetaminofen) kullanılması gerektiğini belirtmiş!","Kendisi de doktor ol"
"2510","@aanil33","Ya Resulallah 🙏 Videonun tamamını isteyenlere DM'den atabilirim. İnşallah bu belayı O'nun yüzü suyu hürmetine defedeceğiz başımızdan. #vaka2433 #sumak","Ya Resulallah 🙏 Vide"
"2510","@Dimitri076","#coronawirus İlacını Bulan Hocamıza Kulak verelim Sumak Suyu 🤔 #vaka2433 #BirizBeraberiz #AngutSensinOEzdil #HayatEverSığar #infazDuzenlemesindeEsitlik #CznBurak #tarafsizbolge #COVIDIOT #Corona #CoronaPandemie","#coronawirus İlacını"
"2510","@mahmutazizusal","Sosyal medyada yayılan bir videoda, rüyasına girdiği bir kadına, Peygamber Efendimiz; #KoronaVirüse karşı Sumak Suyu içilmesini tavsiye ettiğini dinledim. Sumağı, Dolma ve Meftune yaparken kullanıyoruz. Denemekte fayda var diye düşünüyorum. Sonuçta her derdin devası doğada...","Sosyal medyada yayıl"
"612","@postnetewi","Çin'in #coronavirus için özel olarak yaptığı hastanenin inşaatının tamamlandığı belirtiliyor.","Çin'in #coronavirus "
"612","@1parcatuhaftik","Çin'in #coronavirus için özel olarak yaptığı hastanenin inşaatının tamamlandığı belirtiliyor.","Çin'in #coronavirus "
"2878","@hamnaqureshi5","Just look at the crying president of Italy
Italy has the most advance Health Care Facilities but they failed to control Corona bcz they were taking it as joke in initial days and todays their president cried that we are short of space for burying dead bodies of corona affecties","Just look at the cry"
"3954","@BetootaAdvocate","Gold Coast Hospital Staff Roll In A Volleyball To Keep Tom Hanks Company In Quarantine","Gold Coast Hospital "
"3954","@Clay1016","Gold Coast Hospital Staff Roll In A Wilson Volleyball To Keep Tom Hanks Company In Quarantine #Wilson #coronavirus betootaadvocate.com/uncategorized/... via @betootaadvocate","Gold Coast Hospital "
"1734","@191vishwas","तब्लीगी जमात का मुल्ला देखो नग्न होकर क्या कर रहा है 
@ZeeNews @aajtak @RakeshSinha01","तब्लीगी जमात का मुल्"
"1734","@Rahul448890","Jamati in isolation in UP!!","Jamati in isolation "
"2986","@srishirajIND","राजस्थान के ""झालावाड़"" में एक साथ 100 नौं ने दिया इस्तीफ़ा... क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है","राजस्थान के ""झालावाड"
"2986","@HarshikaJoshi3","अशोक गहलोत कांग्रेस सरकार अपने तुष्टिकरण के चक्कर में डॉक्टर, नर्स, पुलिस सब की जान खतरे में डाल रखी है।

इस लिए राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... 

क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं।","अशोक गहलोत कांग्रेस "
"2986","@YogiDevnathji","राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है...

#योगी_है_तो_न्याय_है
@VasundharaBJP","राजस्थान के ""झालावाड"
"2986","@sidhibat12","राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है.😡","राजस्थान के ""झालावाड"
"2986","@Shyampancharia","राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... 
क्योंकि जमाती उन पर थूकते है, वार्ड बॉय खाना देने जाता है, 
तो जाहिल जेहादी जमाती बिरयानी की मांग करते हैं।
और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है..! 
@ashokgehlot51
 
@RajCMO
 
@KalrajMishra","राजस्थान के ""झालावाड"
"2986","@KmSaravag","राजस्थान के #झालावाड़ में एक साथ 100 #नर्सों ने दिया #इस्तीफ़ा,
क्योंकि जमाती उन पर थूकते है,

वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है...","राजस्थान के #झालावाड"
"2986","@NehaPurohit2012","राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है..!","राजस्थान के ""झालावाड"
"2986","@anvermaji","Very good job by our nurses
राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने दिया इस्तीफ़ा... क्योंकि जमाती उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो जाहिल जमाती बिरयानी की मांग करते हैं और मांग पूरी नहीं होने पर उन्हें गंदी गंदी गाली देते है...","Very good job by our"
"2986","@bjplao","राजस्थान के ""झालावाड़"" में एक साथ 100 नर्सों ने इस्तीफा दिया... 

थूक, मूत, नंगापन कोई कब तक बर्दाश्त करे??","राजस्थान के ""झालावाड"
"2986","@shrikrishna367","राजस्थान के झालावाड़ से एक साथ 100 से ज्यादा नर्सों ने दिया इस्तीफ़ा... क्योंकि सरकार के जवांई उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो उन्हें काटने की  कोशिस करते है... ये मैं नही कह रहा,, नर्सें कह रही है","राजस्थान के झालावाड़"
"2986","@Ravindr38661834","राजस्थान के झालावाड़ से एक साथ 100 से ज्यादा नर्सों ने दिया इस्तीफ़ा... क्योंकि सरकार के जवांई उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो उन्हें काटने की  कोशिस करते है... ये मैं नही कह रहा,, नर्सें कह रही है","राजस्थान के झालावाड़"
"2986","@SvnV9TKl6Vc7sfW","राजस्थान के झालावाड़ से एक साथ 100 से ज्यादा नर्सों ने दिया इस्तीफ़ा... क्योंकि सरकार के जवांई उनपर थूकते है, वार्ड बॉय खाना देने जाता है तो उन्हें काटने की  कोशिस करते है... ये मैं नही कह रहा,, नर्सें कह रही है","राजस्थान के झालावाड़"
"2079","@OnceUday","Mandate To All Residents. Tonight 12 ( midnight) onwards Disaster Management Act has been implemented across the country. According to this update, apart from the Govt department no other citizen is allowed to post any update or share any forward related to Coronavirus","Mandate To All Resid"
"2079","@BKanad","""Mandate To All Residents. Tonight 12 ( midnight) onwards Disaster Management Act has been implemented across the country. According to this update, apart from the Govt department no other citizen is allowed to post any update or share any forward related to Coronavirus""","""Mandate To All Resi"
"2079","@iamsagarkapasi","Mandate To All Residents. Tonight 12 ( midnight) onwards Disaster Management Act has been implemented across the country. According to this update, apart from the Govt department no other citizen is allowed to post any update or share any forward related to Coronavirus and it","Mandate To All Resid"
"151","@Kanchan07995556","Om Shanti
Why we should participate in JANTA CURFEW.
What will be the result of this janta curfew
As carona virus life at one place is max 12 hrs and curfew is for 14 hrs, the places or points of public areas where carona may live, will not be touched for 14 hrs","Om Shanti
Why we sho"
"4291","@OgaGodwinEgwu","If #Coronavirus is exposed to a temperature of 26-27 degrees it will be killed as it does not live in hot regions also drinking hot water & sun will do the trick. So lagosians don't worry #COVID19 is going to die in Lagos, just stay away from ice cream and cold food.","If #Coronavirus is e"
"1725","@ShobhaBJP","70 people from Belagavi attended #NizamuddinMarkaj, among thm 8 tested +ve, rest of the results yet to come.

In #Quarantine wards #Tablighis are misbehaving with our #HealthcareHeroes, dancing &spitting everywhere.

Nation wants to know the intentions of #TablighiJamaat!!","70 people from Belag"
"4943","@ReshmaMemon17","China PM who told we'll translate the Quran as our own  realised that the only one way to protect from the korona virus is doing 'sajtha' to Allah and went to mosque to pray, Masha llah","China PM who told we"
"4943","@Maheen83086711","China PM who told we'll translate the Quran as our own realised that the only one way to protect from the Corona virus is doing sajtha' to Allah and went to mosque to pray, Masha Allah","China PM who told we"
"4943","@Shakeer19841","China PM who told we'll translate the Quran as our own realised that the only one way to protect from the korona virus is doing sajtha' to Allah and went to mosque to pray. Masha lah","China PM who told we"
"4812","@SudhirKumarP6","This can't b true but expected from a communist regime. @gvnair91","This can't b true bu"
"4812","@Rita_Banerji","Omg! Is this news real?","Omg! Is this news re"
"4812","@JoharRanbir","China seek for court's approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus Is this not massacre of its own citizens? Most shameful & condemnable act by any country till date.","China seek for court"
"4812","@Grampynotgrumpy","Anyone with info on this news site & source please?","Anyone with info on "
"4812",NA,"If you have minimum humanity within you, you should pass a resolut Kerala legislative assembly against communishit govt in China first on mass killing plan! But we know you interested only in passing resolutic against India @vijayanpinarayi","If you have minimum "
"4812","@apacho_ee","Is this a joke?","Is this a joke?"
"1648","@devswarup_",NA,NA
"3522","@bhairavigoswami","Strange coincidence that all worst affected Covid 19 cases are along the same Latitude 40 : From left: France Italy Iran Wuhan S.Korea Japan Seattle Washington NewYork #coronavirus #Coronavid19 #CoronavirusOutbreak","Strange coincidence "
"3522","@ArunRane9","#COVID2019 Strange coincidence that all worst affected Covid 19 cases are along the same Latitude 40 : From left: France Italy Iran Wuhan S.Korea Japan Seattle Washington New York","#COVID2019 Strange c"
"359","@jenniferatntd","Irrefutable: The #coronavirus was engineered by scientists in a lab using well documented genetic engineering vectors that leave behind a “fingerprint”","Irrefutable: The #co"
"359","@NanC3","""BIOLOGICAL WEAPON GONE OUT OF CONTROL""

#coronavirus may have started as bioweapon in Super Lab located in Wuhan.  
New conclusive evidence shows it did not start in food market, but was stolen from Canadian lab in July 2019.

https://m.youtube.com/watch?v=ibk6DfpHzEk","""BIOLOGICAL WEAPON G"
"4806","@vivekagnihotri","Solution to a lot of world’s problems lie in India. But you can’t find them as long as you ridicule our ancient wisdom.

Cannabis is a magic plant. Till mid-80s it was sold by Govt. Because of Rajiv Gandhi and western Pharma companies it got bad name.

Make cannabis legal. pic.twitter.com/qrwynpT6IW","Solution to a lot of"
"2475","@being__Ameed","This is to inform us all that the pH for corona virus varies from 5.5 to 8.5
#RESEARCHJOURNALOFVIROLOGY&ANTIVIRALRESE ARCH# To beat corona virus, we need to take more of an alkaline foods.
Some of are Lemon 9.9 Lime 8.2 Garlic 13.2 Mango 8.7 Pineapple 12.7 Orange 9.2","This is to inform us"
"2475",NA,"This is to inform us all that the pH for corona virus varies from 5.5 to 8.5.
*RESEARCH: JOURNAL OF VIROLOGY & ANTIVIRAL RESEARCH,""
All we need to do, to beat corona virus, we need to take more of an alkaline foods that are above the above pH level of the Virus.","This is to inform us"
"2475","@Uk51209","This is to inform us all that the pH for corona virus varies from 5.5 to 8.5.
*RESEARCH: JOURNAL OF VIROLOGY & ANTIVIRAL RESEARCH,
All we need to do, to beat corona virus, we need to take more of an alkaline foods that are above the above pH level of the Virus.","This is to inform us"
"2475","@POSHBOY1000","This is to inform us all that the pH for corona virus varies from 5.5 to 8.5.
*RESEARCH: JOURNAL OF VIROLOGY & ANTIVIRAL RESEARCH,""
All we need to do, to beat corona virus, we need to take more of an alkaline foods that are above the above pH level of the Virus.","This is to inform us"
"2890","@leorasinha","Some important information from
Kasturba Hospital corona chief Doctor☝
Please listen carefully and follow if you have any symptoms.
Please Share maximum.

#AsimRiaz
#COVIDー19 
#KallaSohnaNai","Some important infor"
"3092","@RMadridBabe","Cristiano Ronaldo will transform his chain of hotels into hospitals where the Coronavirus infected patients in Portugal will be able to be treated completely free of charge.

CR7 will also cover the salaries of all the doctors and workers.

Incredible gesture from the King. 👏❤","Cristiano Ronaldo wi"
"3092","@Benzxminho_","Les hôtels de Cristiano Ronaldo deviendront des hôpitaux à partir de la semaine prochaine où les gens atteints du coronavirus au Portugal pourront être soigné gratuitement. Ronaldo paiera les medecins et les travailleurs ! ❤ 🙏

Comment ne pas l'aimer 😢","Les hôtels de Cristi"
"3092","@Mongolsonom1","Кристиано Рональдо өөрийн хувьцаагаар эзэмшдэг зочид буудлуудаа төлбөргүй эмчлэх эмнэлэг болгож.Бас эмч нарын цалинг хувиасаа санхүүжүүлнэ гэнэ.
Харж хандах хүнгүй асрамжийн хөгшчүүд,хүүхдүүд хүртэл мөнгөний гахайны бутархайгаа өгч байхад толгой баячуудын сураг дуулдахгүй юм.","Кристиано Рональдо ө"
"3092","@DONFREDSTLOT","🥇🥈🥉Les hôtels de Cristiano Ronaldo deviendront des hôpitaux à partir de la semaine prochaine où les gens atteints du coronavirus au Portugal pourront être soigné gratuitement. Ronaldo paiera les medecins et les travailleurs ! ❤👏👏👏👏👏👏👏👏👏👏👏👏","🥇🥈🥉Les hôtels de Cri"
"3092","@adriandelmonte","🇵🇹 Cristiano Ronaldo’s @PestanaCR7 hotels will become hospitals next week, where patients in Portugal will be treated free of charge. He will pay all medical staff. #COVID19 

What a man.","🇵🇹 Cristiano Ronaldo"
"1869","@omarfayad","Sé que a muchos les llamaron la atención las gotas ""mágicas"" que me regaló mi maestra 
@M_OlgaSCordero
. Para todos los que me preguntaron son nanoparticulados en gotas con extractos cítricos, terpenos, flavonoides, naranjina y vitamina C. ¡Saludos!","Sé que a muchos les "
"1343","@realDonaldTrump","HYDROXYCHLOROQUINE & AZITHROMYCIN, taken together, have a real chance to be one of the biggest game changers in the history of medicine. The FDA has moved mountains - Thank You! Hopefully they will BOTH (H works better with A, International Journal of Antimicrobial Agents).....","HYDROXYCHLOROQUINE &"
"1380","@sayyadakil7","यह वीडियो फेसबुक से डाउनलोड किया गया, इन कुत्तों को जिंदा जला देना चाहिए।
देश को मुसलमानों से खतरा नहीं है।
 देश को इन हरामियों से खतरा है।
   इसलिए मैं अंध भक्तों से दूर रहता हूं।    हमारी सरकार को हिंदू-मुस्लिम करने से फुर्सत नहीं है।","यह वीडियो फेसबुक से "
"3951","@grimm_hades","Ppl hoarding toilet paper are fucked lol.","Ppl hoarding toilet "
"4700","@djmartylove","#coronavirusupdate scientist have discovered that weed kills corona virus","#coronavirusupdate s"
"4090","@ZoranRuvidic","VMA jutros.... #COVID19 #coronavirus #Serbia","VMA jutros.... #COVI"
"3236","@JoeBiden","Everyone knows that we're facing a real crisis from the coronavirus. But do you know how we got here and what we need to do next? Ron Klain, former White House Ebola Response Coordinator, breaks it down for us:","Everyone knows that "
"3451","@JoeBiden","The Obama-Biden Administration set up the White House National Security Council Directorate for Global Health Security and Biodefense to prepare for future pandemics like COVID-19.

Donald Trump eliminated it — and now we're paying the price.","The Obama-Biden Admi"
